iter	Passed	Remaining
3272	6595	1464
3273	6597	1462
3274	6599	1460
3275	6600	1458
3276	6602	1456
3277	6604	1454
3278	6607	1452
3279	6609	1450
3280	6610	1448
3281	6612	1446
3282	6614	1444
3283	6616	1442
3284	6618	1440
3285	6620	1438
3286	6622	1436
3287	6624	1434
3288	6626	1432
3289	6628	1430
3290	6630	1428
3291	6632	1426
3292	6634	1424
3293	6636	1422
3294	6638	1420
3295	6640	1418
3296	6642	1416
3297	6644	1414
3298	6646	1412
3299	6648	1410
3300	6650	1408
3301	6652	1406
3302	6654	1404
3303	6656	1402
3304	6658	1400
3305	6660	1398
3306	6662	1396
3307	6664	1394
3308	6666	1392
3309	6668	1390
3310	6670	1388
3311	6672	1386
3312	6674	1384
3313	6676	1381
3314	6678	1379
3315	6680	1377
3316	6682	1376
3317	6684	1374
3318	6686	1372
3319	6688	1369
3320	6690	1367
3321	6692	1365
3322	6694	1363
3323	6696	1361
3324	6697	1359
3325	6699	1357
3326	6701	1355
3327	6703	1353
3328	6705	1351
3329	6707	1349
3330	6709	1347
3331	6711	1345
3332	6713	1343
3333	6715	1341
3334	6717	1339
3335	6719	1337
3336	6721	1335
3337	6723	1333
3338	6725	1331
3339	6727	1329
3340	6729	1327
3341	6731	1325
3342	6733	1323
3343	6735	1321
3344	6737	1319
3345	6739	1317
3346	6741	1315
3347	6743	1313
3348	6745	1311
3349	6747	1309
3350	6749	1307
3351	6751	1305
3352	6753	1303
3353	6755	1301
3354	6757	1299
3355	6758	1297
3356	6760	1294
3357	6762	1292
3358	6764	1290
3359	6766	1288
3360	6768	1286
3361	6770	1284
3362	6772	1282
3363	6773	1280
3364	6776	1278
3365	6777	1276
3366	6779	1274
3367	6781	1272
3368	6783	1270
3369	6785	1268
3370	6787	1266
3371	6789	1264
3372	6791	1262
3373	6793	1260
3374	6795	1258
3375	6797	1256
3376	6799	1254
3377	6801	1252
3378	6803	1250
3379	6805	1248
3380	6807	1246
3381	6809	1244
3382	6810	1242
3383	6812	1240
3384	6814	1238
3385	6816	1236
3386	6818	1234
3387	6820	1232
3388	6822	1230
3389	6824	1228
3390	6826	1225
3391	6828	1223
3392	6830	1221
3393	6831	1219
3394	6834	1217
3395	6835	1215
3396	6837	1213
3397	6840	1211
3398	6842	1209
3399	6844	1207
3400	6846	1205
3401	6848	1203
3402	6849	1201
3403	6851	1199
3404	6854	1197
3405	6856	1195
3406	6858	1193
3407	6860	1191
3408	6862	1189
3409	6864	1187
3410	6865	1185
3411	6867	1183
3412	6869	1181
3413	6871	1179
3414	6873	1177
3415	6875	1175
3416	6877	1173
3417	6879	1171
3418	6881	1169
3419	6883	1167
3420	6885	1165
3421	6887	1163
3422	6889	1161
3423	6891	1159
3424	6893	1157
3425	6895	1155
3426	6897	1153
3427	6899	1151
3428	6902	1149
3429	6903	1147
3430	6905	1145
3431	6907	1143
3432	6909	1141
3433	6911	1139
3434	6913	1137
3435	6915	1135
3436	6917	1133
3437	6920	1131
3438	6921	1129
3439	6923	1127
3440	6926	1125
3441	6927	1123
3442	6929	1121
3443	6931	1119
3444	6933	1117
3445	6936	1115
3446	6939	1113
3447	6942	1111
3448	6946	1109
3449	6949	1107
3450	6952	1106
3451	6955	1104
3452	6958	1102
3453	6961	1100
3454	6963	1098
3455	6967	1096
3456	6970	1094
3457	6972	1092
3458	6974	1090
3459	6976	1088
3460	6978	1086
3461	6980	1084
3462	6982	1082
3463	6984	1080
3464	6986	1078
3465	6988	1076
3466	6990	1074
3467	6991	1072
3468	6993	1070
3469	6995	1068
3470	6997	1066
3471	6999	1064
3472	7001	1062
3473	7003	1060
3474	7005	1058
3475	7007	1056
3476	7009	1054
3477	7011	1052
3478	7013	1050
3479	7015	1048
3480	7017	1046
3481	7019	1044
3482	7021	1042
3483	7023	1040
3484	7025	1038
3485	7027	1036
3486	7029	1034
3487	7031	1032
3488	7033	1030
3489	7035	1028
3490	7037	1026
3491	7039	1024
3492	7041	1022
3493	7043	1019
3494	7044	1017
3495	7046	1015
3496	7048	1013
3497	7050	1011
3498	7052	1009
3499	7054	1007
3500	7056	1005
3501	7057	1003
3502	7059	1001
3503	7061	999
3504	7063	997
3505	7065	995
3506	7067	993
3507	7069	991
3508	7071	989
3509	7073	987
3510	7075	985
3511	7077	983
3512	7079	981
3513	7081	979
3514	7083	977
3515	7085	975
3516	7087	973
3517	7089	971
3518	7091	969
3519	7093	967
3520	7095	965
3521	7097	963
3522	7099	961
3523	7100	959
3524	7102	957
3525	7104	955
3526	7106	953
3527	7108	951
3528	7110	949
3529	7112	946
3530	7114	944
3531	7116	942
3532	7118	940
3533	7120	938
3534	7122	936
3535	7124	934
3536	7126	932
3537	7128	930
3538	7130	928
3539	7132	926
3540	7134	924
3541	7136	922
3542	7138	920
3543	7140	918
3544	7142	916
3545	7144	914
3546	7146	912
3547	7148	910
3548	7150	908
3549	7152	906
3550	7153	904
3551	7155	902
3552	7157	900
3553	7159	898
3554	7160	896
3555	7162	894
3556	7164	892
3557	7166	890
3558	7168	888
3559	7170	886
3560	7172	884
3561	7174	882
3562	7176	880
3563	7178	878
3564	7180	876
3565	7182	874
3566	7183	872
3567	7185	870
3568	7187	868
3569	7189	865
3570	7191	863
3571	7193	861
3572	7195	859
3573	7197	857
3574	7199	855
3575	7201	853
3576	7203	851
3577	7205	849
3578	7207	847
3579	7209	845
3580	7211	843
3581	7213	841
3582	7215	839
3583	7217	837
3584	7219	835
3585	7221	833
3586	7222	831
3587	7224	829
3588	7226	827
3589	7228	825
3590	7230	823
3591	7232	821
3592	7234	819
3593	7236	817
3594	7238	815
3595	7240	813
3596	7242	811
3597	7244	809
3598	7245	807
3599	7247	805
3600	7249	803
3601	7251	801
3602	7253	799
3603	7255	797
3604	7257	795
3605	7259	793
3606	7261	791
3607	7263	789
3608	7264	787
3609	7266	785
3610	7268	783
3611	7270	781
3612	7272	778
3613	7274	776
3614	7276	774
3615	7278	772
3616	7280	770
3617	7282	768
3618	7284	766
3619	7286	764
3620	7288	762
3621	7290	760
3622	7292	758
3623	7294	756
3624	7295	754
3625	7297	752
3626	7299	750
3627	7301	748
3628	7303	746
3629	7305	744
3630	7307	742
3631	7309	740
3632	7311	738
3633	7313	736
3634	7315	734
3635	7317	732
3636	7319	730
3637	7321	728
3638	7323	726
3639	7325	724
3640	7327	722
3641	7328	720
3642	7331	718
3643	7332	716
3644	7335	714
3645	7336	712
3646	7338	710
3647	7340	708
3648	7342	706
3649	7344	704
3650	7346	702
3651	7348	700
3652	7350	698
3653	7352	696
3654	7353	694
3655	7355	692
3656	7357	690
3657	7360	688
3658	7362	686
3659	7364	684
3660	7366	682
3661	7368	680
3662	7370	678
3663	7372	676
3664	7374	674
3665	7376	672
3666	7378	670
3667	7380	668
3668	7382	665
3669	7383	663
3670	7385	661
3671	7387	659
3672	7389	657
3673	7392	655
3674	7394	653
3675	7395	651
3676	7397	649
3677	7399	647
3678	7401	645
3679	7403	643
3680	7405	641
3681	7407	639
3682	7409	637
3683	7411	635
3684	7413	633
3685	7415	631
3686	7417	629
3687	7419	627
3688	7421	625
3689	7422	623
3690	7424	621
3691	7426	619
3692	7428	617
3693	7430	615
3694	7432	613
3695	7434	611
3696	7436	609
3697	7438	607
3698	7440	605
3699	7442	603
3700	7443	601
3701	7446	599
3702	7447	597
3703	7450	595
3704	7452	593
3705	7453	591
3706	7455	589
3707	7457	587
3708	7459	585
3709	7461	583
3710	7463	581
3711	7465	579
3712	7467	577
3713	7468	575
3714	7470	573
3715	7472	571
3716	7474	569
3717	7476	567
3718	7478	565
3719	7480	563
3720	7482	561
3721	7484	558
3722	7485	556
3723	7487	554
3724	7489	552
3725	7491	550
3726	7493	548
3727	7495	546
3728	7497	544
3729	7499	542
3730	7501	540
3731	7503	538
3732	7504	536
3733	7507	534
3734	7509	532
3735	7510	530
3736	7512	528
3737	7514	526
3738	7517	524
3739	7519	522
3740	7521	520
3741	7523	518
3742	7525	516
3743	7527	514
3744	7529	512
3745	7531	510
3746	7533	508
3747	7535	506
3748	7537	504
3749	7539	502
3750	7541	500
3751	7543	498
3752	7544	496
3753	7546	494
3754	7548	492
3755	7550	490
3756	7552	488
3757	7554	486
3758	7556	484
3759	7557	482
3760	7559	480
3761	7561	478
3762	7563	476
3763	7566	474
3764	7568	472
3765	7570	470
3766	7571	468
3767	7573	466
3768	7575	464
3769	7577	462
3770	7579	460
3771	7581	458
3772	7583	456
3773	7585	454
3774	7587	452
3775	7589	450
3776	7591	448
3777	7593	446
3778	7595	444
3779	7597	442
3780	7599	440
3781	7600	438
3782	7602	436
3783	7604	434
3784	7606	432
3785	7608	430
3786	7610	428
3787	7612	426
3788	7614	424
3789	7616	422
3790	7619	420
3791	7621	418
3792	7623	416
3793	7625	414
3794	7627	412
3795	7628	409
3796	7630	407
3797	7632	405
3798	7634	403
3799	7636	401
3800	7638	399
3801	7640	397
3802	7642	395
3803	7643	393
3804	7646	391
3805	7647	389
3806	7649	387
3807	7651	385
3808	7653	383
3809	7655	381
3810	7657	379
3811	7659	377
3812	7661	375
3813	7663	373
3814	7665	371
3815	7666	369
3816	7668	367
3817	7671	365
3818	7673	363
3819	7675	361
3820	7677	359
3821	7679	357
3822	7681	355
3823	7683	353
3824	7685	351
3825	7686	349
3826	7689	347
3827	7691	345
3828	7693	343
3829	7694	341
3830	7696	339
3831	7698	337
3832	7700	335
3833	7702	333
3834	7704	331
3835	7706	329
3836	7708	327
3837	7710	325
3838	7712	323
3839	7714	321
3840	7716	319
3841	7718	317
3842	7720	315
3843	7722	313
3844	7724	311
3845	7726	309
3846	7728	307
3847	7730	305
3848	7732	303
3849	7734	301
3850	7736	299
3851	7738	297
3852	7740	295
3853	7741	293
3854	7743	291
3855	7745	289
3856	7747	287
3857	7749	285
3858	7751	283
3859	7753	281
3860	7755	279
3861	7756	277
3862	7758	275
3863	7760	273
3864	7762	271
3865	7764	269
3866	7766	267
3867	7768	265
3868	7770	263
3869	7771	261
3870	7773	259
3871	7775	257
3872	7777	255
3873	7779	253
3874	7781	251
3875	7783	248
3876	7785	246
3877	7787	244
3878	7789	242
3879	7790	240
3880	7792	238
3881	7794	236
3882	7796	234
3883	7798	232
3884	7800	230
3885	7802	228
3886	7804	226
3887	7806	224
3888	7808	222
3889	7809	220
3890	7811	218
3891	7813	216
3892	7815	214
3893	7817	212
3894	7819	210
3895	7821	208
3896	7822	206
3897	7824	204
3898	7826	202
3899	7828	200
3900	7830	198
3901	7832	196
3902	7834	194
3903	7836	192
3904	7838	190
3905	7840	188
3906	7842	186
3907	7844	184
3908	7846	182
3909	7848	180
3910	7850	178
3911	7852	176
3912	7854	174
3913	7856	172
3914	7857	170
3915	7859	168
3916	7861	166
3917	7863	164
3918	7865	162
3919	7867	160
3920	7869	158
3921	7871	156
3922	7873	154
3923	7875	152
3924	7876	150
3925	7878	148
3926	7880	146
3927	7882	144
3928	7884	142
3929	7886	140
3930	7888	138
3931	7890	136
3932	7892	134
3933	7894	132
3934	7895	130
3935	7897	128
3936	7899	126
3937	7901	124
3938	7903	122
3939	7905	120
3940	7907	118
3941	7909	116
3942	7911	114
3943	7913	112
3944	7914	110
3945	7917	108
3946	7918	106
3947	7920	104
3948	7922	102
3949	7924	100
3950	7926	98
3951	7928	96
3952	7930	94
3953	7933	92
3954	7935	90
3955	7937	88
3956	7939	86
3957	7941	84
3958	7942	82
3959	7944	80
3960	7946	78
3961	7948	76
3962	7950	74
3963	7952	72
3964	7954	70
3965	7956	68
3966	7958	66
3967	7960	64
3968	7962	62
3969	7964	60
3970	7966	58
3971	7968	56
3972	7969	54
3973	7971	52
3974	7973	50
3975	7975	48
3976	7977	46
3977	7979	44
3978	7981	42
3979	7983	40
3980	7985	38
3981	7987	36
3982	7988	34
3983	7990	32
3984	7992	30
3985	7994	28
3986	7996	26
3987	7998	24
3988	8000	22
3989	8001	20
3990	8003	18
3991	8005	16
3992	8007	14
3993	8009	12
3994	8011	10
3995	8013	8
3996	8015	6
3997	8017	4
3998	8019	2
3999	8021	0
